condition_id,paper_id,scientific_model,temperature,repeat,factor_id,factor,context,score,is_explicit_null,source,original_parse_status,completion_tokens,extractor_version,evaluated_slots_count,completeness_ratio,completeness_status
Mikulasch2023__gemma-4-31b-it__T035__R02,Mikulasch2023,gemma-4-31b-it,0.35,2,25,Canonical Microcircuit Ubiquity,LO,0.6,False,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R02,Mikulasch2023,gemma-4-31b-it,0.35,2,26,Hierarchical Mechanism Invariance,LO,0.4,False,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R02,Mikulasch2023,gemma-4-31b-it,0.35,2,27,Hierarchical Activity Ubiquity,LO,0.6,False,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R02,Mikulasch2023,gemma-4-31b-it,0.35,2,28,Hierarchical CSD Ubiquity,LO,,True,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R02,Mikulasch2023,gemma-4-31b-it,0.35,2,29,Cross-Scale Hierarchical Ubiquity,LO,0.4,False,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R02,Mikulasch2023,gemma-4-31b-it,0.35,2,30,Hierarchical Presence (V1-PFC),LO,0.6,False,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R02,Mikulasch2023,gemma-4-31b-it,0.35,2,31,Cross-Modal Ubiquity,LO,0.6,False,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R02,Mikulasch2023,gemma-4-31b-it,0.35,2,32,Interspecies Hierarchical Ubiquity,LO,0.4,False,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R02,Mikulasch2023,gemma-4-31b-it,0.35,2,33,Temporal Stability of Ubiquity,LO,,True,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R02,Mikulasch2023,gemma-4-31b-it,0.35,2,34,Hierarchical Order Stability,LO,0.6,False,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R02,Mikulasch2023,gemma-4-31b-it,0.35,2,35,Population-Wide Ubiquity,LO,0.4,False,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R02,Mikulasch2023,gemma-4-31b-it,0.35,2,36,State-Independent Ubiquity,LO,,True,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R02,Mikulasch2023,gemma-4-31b-it,0.35,2,1,Subtractive Inhibition (SST),GO,,True,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R02,Mikulasch2023,gemma-4-31b-it,0.35,2,2,Divisive Inhibition (PV),GO,,True,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R02,Mikulasch2023,gemma-4-31b-it,0.35,2,3,Inhibition (GABA),GO,0.4,False,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R02,Mikulasch2023,gemma-4-31b-it,0.35,2,4,Habituation to Sequence,GO,,True,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R02,Mikulasch2023,gemma-4-31b-it,0.35,2,5,Synaptic Depression (Adaptation),GO,,True,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R02,Mikulasch2023,gemma-4-31b-it,0.35,2,6,Activity Suppression,GO,0.6,False,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R02,Mikulasch2023,gemma-4-31b-it,0.35,2,7,Selective Sharpening,GO,,True,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R02,Mikulasch2023,gemma-4-31b-it,0.35,2,8,Alpha/Beta Mediated Suppression,GO,,True,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R02,Mikulasch2023,gemma-4-31b-it,0.35,2,9,VIP-Mediated Disinhibition,GO,0.4,False,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R02,Mikulasch2023,gemma-4-31b-it,0.35,2,10,Precision Weighting (Gain),GO,0.4,False,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R02,Mikulasch2023,gemma-4-31b-it,0.35,2,11,E/I Balance Shift,GO,0.8,False,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R02,Mikulasch2023,gemma-4-31b-it,0.35,2,12,Omission Response,GO,0.6,False,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R02,Mikulasch2023,gemma-4-31b-it,0.35,2,13,Feedforward Deviance Detection,GO,0.6,False,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R02,Mikulasch2023,gemma-4-31b-it,0.35,2,14,Feedforward AMPA,GO,,True,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R02,Mikulasch2023,gemma-4-31b-it,0.35,2,15,Feedforward NMDA,GO,,True,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R02,Mikulasch2023,gemma-4-31b-it,0.35,2,16,Feedforward Ascending Gamma,GO,0.6,False,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R02,Mikulasch2023,gemma-4-31b-it,0.35,2,17,Absence of Feedback Error,GO,0.4,False,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R02,Mikulasch2023,gemma-4-31b-it,0.35,2,18,Feedforward Non-local Supragranular Activity (L2/3),GO,0.8,False,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R02,Mikulasch2023,gemma-4-31b-it,0.35,2,19,Feedforward Non-local Granular Activity (L4),GO,0.6,False,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R02,Mikulasch2023,gemma-4-31b-it,0.35,2,20,Feedforward Non-local Directed Connectivity,GO,,True,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R02,Mikulasch2023,gemma-4-31b-it,0.35,2,21,Feedforward Non-local Activation,GO,0.4,False,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R02,Mikulasch2023,gemma-4-31b-it,0.35,2,22,Ascending Latency Shift,GO,,True,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R02,Mikulasch2023,gemma-4-31b-it,0.35,2,23,Feedforward Error Propagation,GO,0.6,False,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R02,Mikulasch2023,gemma-4-31b-it,0.35,2,24,Subcortical Feedforward Relaying,GO,,True,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R02,Mikulasch2023,gemma-4-31b-it,0.35,2,25,Canonical Microcircuit Ubiquity,GO,0.6,False,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R02,Mikulasch2023,gemma-4-31b-it,0.35,2,26,Hierarchical Mechanism Invariance,GO,0.4,False,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R02,Mikulasch2023,gemma-4-31b-it,0.35,2,27,Hierarchical Activity Ubiquity,GO,0.6,False,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R02,Mikulasch2023,gemma-4-31b-it,0.35,2,28,Hierarchical CSD Ubiquity,GO,,True,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R02,Mikulasch2023,gemma-4-31b-it,0.35,2,29,Cross-Scale Hierarchical Ubiquity,GO,0.4,False,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R02,Mikulasch2023,gemma-4-31b-it,0.35,2,30,Hierarchical Presence (V1-PFC),GO,0.6,False,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R02,Mikulasch2023,gemma-4-31b-it,0.35,2,31,Cross-Modal Ubiquity,GO,0.6,False,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R02,Mikulasch2023,gemma-4-31b-it,0.35,2,32,Interspecies Hierarchical Ubiquity,GO,0.4,False,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R02,Mikulasch2023,gemma-4-31b-it,0.35,2,33,Temporal Stability of Ubiquity,GO,,True,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R02,Mikulasch2023,gemma-4-31b-it,0.35,2,34,Hierarchical Order Stability,GO,0.6,False,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R02,Mikulasch2023,gemma-4-31b-it,0.35,2,35,Population-Wide Ubiquity,GO,0.4,False,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R02,Mikulasch2023,gemma-4-31b-it,0.35,2,36,State-Independent Ubiquity,GO,,True,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R03,Mikulasch2023,gemma-4-31b-it,0.35,3,1,Subtractive Inhibition (SST),LO,,True,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R03,Mikulasch2023,gemma-4-31b-it,0.35,3,2,Divisive Inhibition (PV),LO,,True,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R03,Mikulasch2023,gemma-4-31b-it,0.35,3,3,Inhibition (GABA),LO,0.4,False,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R03,Mikulasch2023,gemma-4-31b-it,0.35,3,4,Habituation to Sequence,LO,,True,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R03,Mikulasch2023,gemma-4-31b-it,0.35,3,5,Synaptic Depression (Adaptation),LO,0.2,False,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R03,Mikulasch2023,gemma-4-31b-it,0.35,3,6,Activity Suppression,LO,0.6,False,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R03,Mikulasch2023,gemma-4-31b-it,0.35,3,7,Selective Sharpening,LO,,True,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R03,Mikulasch2023,gemma-4-31b-it,0.35,3,8,Alpha/Beta Mediated Suppression,LO,,True,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R03,Mikulasch2023,gemma-4-31b-it,0.35,3,9,VIP-Mediated Disinhibition,LO,0.4,False,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R03,Mikulasch2023,gemma-4-31b-it,0.35,3,10,Precision Weighting (Gain),LO,0.4,False,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R03,Mikulasch2023,gemma-4-31b-it,0.35,3,11,E/I Balance Shift,LO,0.8,False,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R03,Mikulasch2023,gemma-4-31b-it,0.35,3,12,Omission Response,LO,0.6,False,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R03,Mikulasch2023,gemma-4-31b-it,0.35,3,13,Feedforward Deviance Detection,LO,0.6,False,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R03,Mikulasch2023,gemma-4-31b-it,0.35,3,14,Feedforward AMPA,LO,,True,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R03,Mikulasch2023,gemma-4-31b-it,0.35,3,15,Feedforward NMDA,LO,,True,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R03,Mikulasch2023,gemma-4-31b-it,0.35,3,16,Feedforward Ascending Gamma,LO,0.6,False,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R03,Mikulasch2023,gemma-4-31b-it,0.35,3,17,Absence of Feedback Error,LO,0.4,False,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R03,Mikulasch2023,gemma-4-31b-it,0.35,3,18,Feedforward Non-local Supragranular Activity (L2/3),LO,0.8,False,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R03,Mikulasch2023,gemma-4-31b-it,0.35,3,19,Feedforward Non-local Granular Activity (L4),LO,0.6,False,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R03,Mikulasch2023,gemma-4-31b-it,0.35,3,20,Feedforward Non-local Directed Connectivity,LO,,True,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R03,Mikulasch2023,gemma-4-31b-it,0.35,3,21,Feedforward Non-local Activation,LO,0.6,False,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R03,Mikulasch2023,gemma-4-31b-it,0.35,3,22,Ascending Latency Shift,LO,,True,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R03,Mikulasch2023,gemma-4-31b-it,0.35,3,23,Feedforward Error Propagation,LO,0.8,False,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R03,Mikulasch2023,gemma-4-31b-it,0.35,3,24,Subcortical Feedforward Relaying,LO,,True,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R03,Mikulasch2023,gemma-4-31b-it,0.35,3,25,Canonical Microcircuit Ubiquity,LO,0.6,False,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R03,Mikulasch2023,gemma-4-31b-it,0.35,3,26,Hierarchical Mechanism Invariance,LO,0.4,False,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R03,Mikulasch2023,gemma-4-31b-it,0.35,3,27,Hierarchical Activity Ubiquity,LO,0.6,False,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R03,Mikulasch2023,gemma-4-31b-it,0.35,3,28,Hierarchical CSD Ubiquity,LO,,True,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R03,Mikulasch2023,gemma-4-31b-it,0.35,3,29,Cross-Scale Hierarchical Ubiquity,LO,0.6,False,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R03,Mikulasch2023,gemma-4-31b-it,0.35,3,30,Hierarchical Presence (V1-PFC),LO,0.4,False,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R03,Mikulasch2023,gemma-4-31b-it,0.35,3,31,Cross-Modal Ubiquity,LO,0.6,False,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R03,Mikulasch2023,gemma-4-31b-it,0.35,3,32,Interspecies Hierarchical Ubiquity,LO,0.4,False,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R03,Mikulasch2023,gemma-4-31b-it,0.35,3,33,Temporal Stability of Ubiquity,LO,,True,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R03,Mikulasch2023,gemma-4-31b-it,0.35,3,34,Hierarchical Order Stability,LO,0.6,False,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R03,Mikulasch2023,gemma-4-31b-it,0.35,3,35,Population-Wide Ubiquity,LO,0.4,False,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R03,Mikulasch2023,gemma-4-31b-it,0.35,3,36,State-Independent Ubiquity,LO,,True,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R03,Mikulasch2023,gemma-4-31b-it,0.35,3,1,Subtractive Inhibition (SST),GO,,True,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R03,Mikulasch2023,gemma-4-31b-it,0.35,3,2,Divisive Inhibition (PV),GO,,True,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R03,Mikulasch2023,gemma-4-31b-it,0.35,3,3,Inhibition (GABA),GO,0.4,False,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R03,Mikulasch2023,gemma-4-31b-it,0.35,3,4,Habituation to Sequence,GO,,True,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R03,Mikulasch2023,gemma-4-31b-it,0.35,3,5,Synaptic Depression (Adaptation),GO,,True,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R03,Mikulasch2023,gemma-4-31b-it,0.35,3,6,Activity Suppression,GO,0.6,False,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R03,Mikulasch2023,gemma-4-31b-it,0.35,3,7,Selective Sharpening,GO,,True,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R03,Mikulasch2023,gemma-4-31b-it,0.35,3,8,Alpha/Beta Mediated Suppression,GO,,True,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R03,Mikulasch2023,gemma-4-31b-it,0.35,3,9,VIP-Mediated Disinhibition,GO,0.4,False,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R03,Mikulasch2023,gemma-4-31b-it,0.35,3,10,Precision Weighting (Gain),GO,0.4,False,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R03,Mikulasch2023,gemma-4-31b-it,0.35,3,11,E/I Balance Shift,GO,0.8,False,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R03,Mikulasch2023,gemma-4-31b-it,0.35,3,12,Omission Response,GO,0.6,False,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R03,Mikulasch2023,gemma-4-31b-it,0.35,3,13,Feedforward Deviance Detection,GO,0.6,False,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R03,Mikulasch2023,gemma-4-31b-it,0.35,3,14,Feedforward AMPA,GO,,True,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R03,Mikulasch2023,gemma-4-31b-it,0.35,3,15,Feedforward NMDA,GO,,True,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R03,Mikulasch2023,gemma-4-31b-it,0.35,3,16,Feedforward Ascending Gamma,GO,0.6,False,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R03,Mikulasch2023,gemma-4-31b-it,0.35,3,17,Absence of Feedback Error,GO,0.4,False,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R03,Mikulasch2023,gemma-4-31b-it,0.35,3,18,Feedforward Non-local Supragranular Activity (L2/3),GO,0.8,False,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R03,Mikulasch2023,gemma-4-31b-it,0.35,3,19,Feedforward Non-local Granular Activity (L4),GO,0.6,False,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R03,Mikulasch2023,gemma-4-31b-it,0.35,3,20,Feedforward Non-local Directed Connectivity,GO,,True,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R03,Mikulasch2023,gemma-4-31b-it,0.35,3,21,Feedforward Non-local Activation,GO,0.6,False,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R03,Mikulasch2023,gemma-4-31b-it,0.35,3,22,Ascending Latency Shift,GO,,True,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R03,Mikulasch2023,gemma-4-31b-it,0.35,3,23,Feedforward Error Propagation,GO,0.8,False,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R03,Mikulasch2023,gemma-4-31b-it,0.35,3,24,Subcortical Feedforward Relaying,GO,,True,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R03,Mikulasch2023,gemma-4-31b-it,0.35,3,25,Canonical Microcircuit Ubiquity,GO,0.6,False,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R03,Mikulasch2023,gemma-4-31b-it,0.35,3,26,Hierarchical Mechanism Invariance,GO,0.4,False,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R03,Mikulasch2023,gemma-4-31b-it,0.35,3,27,Hierarchical Activity Ubiquity,GO,0.6,False,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R03,Mikulasch2023,gemma-4-31b-it,0.35,3,28,Hierarchical CSD Ubiquity,GO,,True,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R03,Mikulasch2023,gemma-4-31b-it,0.35,3,29,Cross-Scale Hierarchical Ubiquity,GO,0.6,False,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R03,Mikulasch2023,gemma-4-31b-it,0.35,3,30,Hierarchical Presence (V1-PFC),GO,0.4,False,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R03,Mikulasch2023,gemma-4-31b-it,0.35,3,31,Cross-Modal Ubiquity,GO,0.6,False,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R03,Mikulasch2023,gemma-4-31b-it,0.35,3,32,Interspecies Hierarchical Ubiquity,GO,0.4,False,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R03,Mikulasch2023,gemma-4-31b-it,0.35,3,33,Temporal Stability of Ubiquity,GO,,True,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R03,Mikulasch2023,gemma-4-31b-it,0.35,3,34,Hierarchical Order Stability,GO,0.6,False,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R03,Mikulasch2023,gemma-4-31b-it,0.35,3,35,Population-Wide Ubiquity,GO,0.4,False,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T035__R03,Mikulasch2023,gemma-4-31b-it,0.35,3,36,State-Independent Ubiquity,GO,,True,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T070__R01,Mikulasch2023,gemma-4-31b-it,0.7,1,1,Subtractive Inhibition (SST),LO,,True,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T070__R01,Mikulasch2023,gemma-4-31b-it,0.7,1,2,Divisive Inhibition (PV),LO,,True,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T070__R01,Mikulasch2023,gemma-4-31b-it,0.7,1,3,Inhibition (GABA),LO,,True,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T070__R01,Mikulasch2023,gemma-4-31b-it,0.7,1,4,Habituation to Sequence,LO,,True,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T070__R01,Mikulasch2023,gemma-4-31b-it,0.7,1,5,Synaptic Depression (Adaptation),LO,0.2,False,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T070__R01,Mikulasch2023,gemma-4-31b-it,0.7,1,6,Activity Suppression,LO,0.4,False,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T070__R01,Mikulasch2023,gemma-4-31b-it,0.7,1,7,Selective Sharpening,LO,,True,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T070__R01,Mikulasch2023,gemma-4-31b-it,0.7,1,8,Alpha/Beta Mediated Suppression,LO,,True,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T070__R01,Mikulasch2023,gemma-4-31b-it,0.7,1,9,VIP-Mediated Disinhibition,LO,0.4,False,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
Mikulasch2023__gemma-4-31b-it__T070__R01,Mikulasch2023,gemma-4-31b-it,0.7,1,10,Precision Weighting (Gain),LO,0.2,False,json_recovered,recovered,0,v1.0_json_ast,72,1.0,complete
