study_name,evaluator_id,evaluator_class,evaluator_description,year_,type_,LO-count,GO-count,LO-H1-avg,LO-H1-std,LO-H2-avg,LO-H2-std,LO-H3-avg,LO-H3-std,GO-H1-avg,GO-H1-std,GO-H2-avg,GO-H2-std,GO-H3-avg,GO-H3-std,LO-F01,LO-F02,LO-F03,LO-F04,LO-F05,LO-F06,LO-F07,LO-F08,LO-F09,LO-F10,LO-F11,LO-F12,LO-F13,LO-F14,LO-F15,LO-F16,LO-F17,LO-F18,LO-F19,LO-F20,LO-F21,LO-F22,LO-F23,LO-F24,LO-F25,LO-F26,LO-F27,LO-F28,LO-F29,LO-F30,LO-F31,LO-F32,LO-F33,LO-F34,LO-F35,LO-F36,GO-F01,GO-F02,GO-F03,GO-F04,GO-F05,GO-F06,GO-F07,GO-F08,GO-F09,GO-F10,GO-F11,GO-F12,GO-F13,GO-F14,GO-F15,GO-F16,GO-F17,GO-F18,GO-F19,GO-F20,GO-F21,GO-F22,GO-F23,GO-F24,GO-F25,GO-F26,GO-F27,GO-F28,GO-F29,GO-F30,GO-F31,GO-F32,GO-F33,GO-F34,GO-F35,GO-F36
Spratling2010,council_consensus_baseline,council_consensus,Original 8-Model Council Baseline Consensus,2010.0,empirical,8.0,4.0,0.35,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.173,0.0,0.0,0.0,0.8,0.2,,,0.6,0.2,,0.2,0.6,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,0.2,,,0.2,,,0.6,,,,,,,,,,,,,
Bekinschtein2009,council_consensus_baseline,council_consensus,Original 8-Model Council Baseline Consensus,2009.0,empirical,24.0,22.0,0.2,0.219,0.467,0.275,0.375,0.233,0.35,0.194,0.467,0.275,0.375,0.233,0.0,0.0,0.2,0.0,0.0,0.6,0.2,,0.2,0.6,0.2,,0.8,,0.2,,0.2,,0.2,,0.6,,0.8,,0.2,,0.8,,0.2,0.6,0.2,,0.2,0.6,0.2,,0.2,0.2,0.6,,,0.6,0.2,,0.2,0.6,0.2,,0.8,,0.2,,0.2,,0.2,,0.6,,0.8,,0.2,,0.8,,0.2,0.6,0.2,,0.2,0.6,0.2,
Bastos2012,council_consensus_baseline,council_consensus,Original 8-Model Council Baseline Consensus,2012.0,empirical,18.0,21.0,0.429,0.328,0.486,0.181,0.4,0.2,0.633,0.213,0.486,0.181,0.5,0.245,0.0,0.0,0.6,,,0.8,,0.2,,0.6,0.8,,0.2,,0.2,0.6,,0.6,0.6,,0.6,,0.6,,0.6,,0.6,,0.2,,,,,0.2,,,0.2,,0.8,,,0.8,,0.6,,0.8,0.6,,0.2,,0.2,0.6,,0.6,0.6,,0.6,,0.6,,0.8,0.6,0.8,,0.2,0.6,,0.2,,0.6,,0.2
Nejad2025,council_consensus_baseline,council_consensus,Original 8-Model Council Baseline Consensus,2025.0,empirical,6.0,6.0,0.167,0.075,0.0,0.0,0.0,0.0,0.333,0.189,0.0,0.0,0.0,0.0,0.0,,,,0.2,0.2,,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,0.2,0.6,,,0.2,0.6,0.2,,,,,,,,,,,,,,,,,,,,,,,,,
Keller2012,council_consensus_baseline,council_consensus,Original 8-Model Council Baseline Consensus,2012.0,empirical,4.0,4.0,0.25,0.218,0.0,0.0,0.0,0.0,0.3,0.173,0.0,0.0,0.0,0.0,,,0.0,,,0.6,,,0.2,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,0.6,,,0.2,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,
Wacongne2011,council_consensus_baseline,council_consensus,Original 8-Model Council Baseline Consensus,2011.0,empirical,17.0,18.0,0.4,0.346,0.567,0.269,0.667,0.094,0.4,0.383,0.567,0.269,0.5,0.224,0.2,,0.2,0.6,-0.2,0.6,,,0.2,,0.6,1.0,0.8,,0.2,,0.8,,,0.2,0.8,,0.6,,,,0.8,,,0.6,,,,0.6,,,,,0.2,,-0.2,0.6,,,0.2,,0.6,1.0,0.8,,0.2,,0.8,,,0.2,0.8,,0.6,,0.2,0.6,0.8,,0.2,0.6,,,,0.6,,
Sacramento2018,council_consensus_baseline,council_consensus,Original 8-Model Council Baseline Consensus,2018.0,empirical,14.0,17.0,0.36,0.196,0.333,0.189,0.333,0.189,0.467,0.189,0.333,0.189,0.44,0.196,0.2,,0.2,,,0.6,,,0.2,,0.6,,0.6,,0.2,,0.2,,0.2,,0.2,,0.6,,,,0.6,,0.2,,,,0.2,,,,0.6,0.2,0.6,,,0.6,,,0.2,,0.6,,0.6,,0.2,,0.2,,0.2,,0.2,,0.6,,0.6,0.2,0.6,,0.6,,,,0.2,,,
Spratling2008,council_consensus_baseline,council_consensus,Original 8-Model Council Baseline Consensus,2008.0,empirical,22.0,24.0,0.171,0.198,0.4,0.2,0.371,0.198,0.371,0.198,0.422,0.199,0.4,0.2,0.0,0.2,0.0,,,0.6,0.2,,,0.2,,0.0,0.6,0.2,0.6,,0.2,,0.2,0.6,0.2,,0.6,,,0.2,0.6,,0.2,0.6,,,0.2,0.6,,0.2,0.2,0.6,0.2,,,0.6,0.2,,,0.6,,0.2,0.6,0.2,0.6,,0.2,0.6,0.2,0.6,0.2,,0.6,,0.6,0.2,0.6,,0.2,0.6,,,0.2,0.6,,0.2
Jiang&Rao2024,council_consensus_baseline,council_consensus,Original 8-Model Council Baseline Consensus,2024.0,empirical,23.0,23.0,0.175,0.254,0.45,0.194,0.343,0.232,0.175,0.254,0.45,0.194,0.343,0.232,0.0,0.0,0.0,,0.0,0.6,,0.0,,0.2,0.6,,0.6,,0.2,,0.6,,0.2,0.6,0.6,0.2,0.6,,0.2,,0.6,,0.0,0.6,,,0.6,0.2,,0.2,0.0,0.0,0.0,,0.0,0.6,,0.0,,0.2,0.6,,0.6,,0.2,,0.6,,0.2,0.6,0.6,0.2,0.6,,0.2,,0.6,,0.0,0.6,,,0.6,0.2,,0.2
Hertag2020,council_consensus_baseline,council_consensus,Original 8-Model Council Baseline Consensus,2020.0,empirical,6.0,5.0,0.633,0.335,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.4,0.283,0.2,1.0,0.6,,,0.8,,,0.2,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,0.2,,,,0.8,,,0.2,,,,0.2,,
Greedy2022,council_consensus_baseline,council_consensus,Original 8-Model Council Baseline Consensus,2022.0,empirical,7.0,5.0,0.229,0.249,0.0,0.0,0.0,0.0,0.36,0.196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.6,0.6,,,0.2,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,0.6,0.6,,,0.2,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,
LeeMejias2025,council_consensus_baseline,council_consensus,Original 8-Model Council Baseline Consensus,2025.0,empirical,7.0,6.0,0.657,0.256,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.6,1.0,0.2,,,0.6,,0.6,1.0,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,0.6,,0.6,0.6,,0.6,,0.6,,,,,,,,,,,,,
Kiebel2008,council_consensus_baseline,council_consensus,Original 8-Model Council Baseline Consensus,2008.0,computational,27.0,27.0,0.1,0.184,0.055,0.089,0.4,0.2,0.1,0.184,0.055,0.089,0.4,0.2,0.0,0.0,0.0,,0.0,0.2,0.0,0.0,,0.2,0.0,0.6,0.2,0.0,0.2,0.0,,0.0,0.0,0.0,0.0,0.0,0.2,0.0,,0.2,0.6,,0.2,0.6,,,0.2,0.6,,,0.0,0.0,0.0,,0.0,0.2,0.0,0.0,,0.2,0.0,0.6,0.2,0.0,0.2,0.0,,0.0,0.0,0.0,0.0,0.0,0.2,0.0,,0.2,0.6,,0.2,0.6,,,0.2,0.6,,
Yamins2014,council_consensus_baseline,council_consensus,Original 8-Model Council Baseline Consensus,2014.0,empirical,11.0,10.0,0.267,0.249,0.55,0.132,0.0,0.0,0.6,0.0,0.55,0.132,0.0,0.0,,,,0.0,,0.2,,,,0.6,,,0.6,,0.2,,0.6,0.6,0.6,0.6,0.6,,0.6,,,,,,,,,,,,,,,,,,,0.6,,,,0.6,,,0.6,,0.2,,0.6,0.6,0.6,0.6,0.6,,0.6,,,,,,,,,,,,,
Wacongne2012,council_consensus_baseline,council_consensus,Original 8-Model Council Baseline Consensus,2012.0,empirical,21.0,23.0,0.378,0.416,0.65,0.218,0.5,0.3,0.422,0.457,0.65,0.218,0.4,0.283,0.2,0.6,0.8,-0.6,0.2,0.6,,,,0.2,0.6,0.8,0.6,0.8,1.0,,0.6,0.6,0.8,,0.6,,0.2,,,,0.8,,0.2,,0.8,,0.2,,,,0.2,,0.8,-0.6,0.2,0.6,,,0.2,0.6,0.8,1.0,0.6,0.8,1.0,,0.6,0.6,0.8,,0.6,,0.2,,0.2,,0.8,,0.2,,0.8,,0.2,,,0.2
Bastos2020,council_consensus_baseline,council_consensus,Original 8-Model Council Baseline Consensus,2020.0,empirical,11.0,9.0,0.382,0.248,0.0,0.0,0.0,0.0,0.0,0.0,0.556,0.263,0.0,0.0,0.2,0.0,0.2,0.6,0.8,0.6,0.2,0.6,,0.2,0.6,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,0.2,0.8,,0.6,0.2,0.8,0.6,0.2,0.8,,,,,,,,,,,,,
Bakhtiari2021,council_consensus_baseline,council_consensus,Original 8-Model Council Baseline Consensus,2021.0,empirical,2.0,2.0,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.0,0.0,,,,,,0.2,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Friston2010,council_consensus_baseline,council_consensus,Original 8-Model Council Baseline Consensus,2010.0,computational,4.0,3.0,0.4,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,,,,0.2,,0.6,,,0.2,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,0.2,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,
VanDerveer2021,council_consensus_baseline,council_consensus,Original 8-Model Council Baseline Consensus,2021.0,empirical,19.0,19.0,0.45,0.343,0.4,0.2,0.36,0.196,0.45,0.343,0.4,0.2,0.36,0.196,0.2,0.6,1.0,,-0.2,0.6,,0.2,0.6,,0.6,,0.2,,,0.6,,0.6,0.6,,0.2,,0.2,,0.2,,0.6,,,0.6,,,0.2,,0.2,,0.2,0.6,1.0,,-0.2,0.6,,0.2,0.6,,0.6,,0.2,,,0.6,,0.6,0.6,,0.2,,0.2,,0.2,,0.6,,,0.6,,,0.2,,0.2,
Rao&Ballard1999,council_consensus_baseline,council_consensus,Original 8-Model Council Baseline Consensus,1999.0,empirical,24.0,24.0,0.2,0.231,0.467,0.189,0.4,0.2,0.267,0.189,0.467,0.189,0.4,0.2,0.0,0.0,0.0,,0.0,0.6,0.2,,0.2,0.6,0.2,,0.6,0.2,0.2,,0.6,0.6,0.2,0.6,0.6,,0.6,,0.2,,0.6,,0.2,0.6,,,0.2,0.6,,,0.2,0.2,0.2,,0.0,0.6,0.2,,0.2,0.6,0.2,,0.6,0.2,0.2,,0.6,0.6,0.2,0.6,0.6,,0.6,,0.2,,0.6,,0.2,0.6,,,0.2,0.6,,
Mikulasch2023,council_consensus_baseline,council_consensus,Original 8-Model Council Baseline Consensus,2023.0,empirical,7.0,7.0,0.371,0.198,0.0,0.0,0.0,0.0,0.371,0.198,0.0,0.0,0.0,0.0,0.2,0.6,0.2,,0.2,0.6,,,0.2,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.6,0.2,,0.2,0.6,,,0.2,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,
Attinger2017,council_consensus_baseline,council_consensus,Original 8-Model Council Baseline Consensus,2017.0,empirical,15.0,15.0,0.533,0.149,0.4,0.2,0.333,0.189,0.533,0.149,0.4,0.2,0.333,0.189,0.6,0.2,0.6,,,0.6,,,0.6,,0.6,,0.6,,0.2,,0.2,,0.2,,0.6,,0.6,,,,0.6,,0.2,,,,0.2,,,,0.6,0.2,0.6,,,0.6,,,0.6,,0.6,,0.6,,0.2,,0.2,,0.2,,0.6,,0.6,,,,0.6,,0.2,,,,0.2,,,
Chao2018,council_consensus_baseline,council_consensus,Original 8-Model Council Baseline Consensus,2018.0,empirical,28.0,31.0,0.3,0.257,0.767,0.197,0.5,0.321,0.436,0.389,0.85,0.218,0.65,0.357,0.0,0.0,0.0,0.6,,0.6,0.2,0.6,0.2,0.6,0.2,,0.8,0.8,0.8,1.0,0.8,0.8,0.8,1.0,0.8,0.2,0.6,0.8,,0.2,1.0,,0.2,0.8,,,0.2,0.6,,,0.0,0.0,0.0,1.0,,0.8,0.2,1.0,0.2,0.8,0.2,0.6,1.0,1.0,1.0,1.0,0.8,0.8,0.8,1.0,0.8,0.2,1.0,0.8,1.0,0.8,1.0,,0.2,1.0,,,0.2,0.8,,0.2
Garret2020,council_consensus_baseline,council_consensus,Original 8-Model Council Baseline Consensus,2020.0,empirical,16.0,16.0,0.58,0.209,0.467,0.189,0.333,0.189,0.58,0.209,0.467,0.189,0.333,0.189,0.6,0.2,0.6,0.2,,0.8,0.6,,0.8,0.6,0.8,0.6,,,,,0.2,,,,0.6,,0.6,,,,0.6,,0.2,,,,0.2,,,,0.6,0.2,0.6,0.2,,0.8,0.6,,0.8,0.6,0.8,0.6,,,,,0.2,,,,0.6,,0.6,,,,0.6,,0.2,,,,0.2,,,
Payeur2021,council_consensus_baseline,council_consensus,Original 8-Model Council Baseline Consensus,2021.0,empirical,8.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,,0.0,,0.0,
Furutachi2024,council_consensus_baseline,council_consensus,Original 8-Model Council Baseline Consensus,2024.0,empirical,17.0,7.0,0.5,0.431,0.829,0.345,0.0,0.0,0.0,0.0,0.0,0.0,0.371,0.446,0.0,0.0,0.0,,0.0,0.6,1.0,,0.8,1.0,0.6,1.0,1.0,,1.0,,0.0,,,0.8,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,0.0,,0.0,,0.6,1.0,0.0,
LaoRodriguez2023,council_consensus_baseline,council_consensus,Original 8-Model Council Baseline Consensus,2023.0,empirical,10.0,8.0,0.56,0.32,0.4,0.2,0.667,0.094,0.467,0.377,0.2,0.0,0.667,0.094,,,,0.2,0.6,0.8,,,,0.2,,1.0,,,,,,,,,,0.6,,0.2,,,0.8,,,,,0.6,,,,0.6,,,,,0.2,,,,,0.2,,1.0,,,,,,,,,,0.2,,0.2,,,0.8,,,,,0.6,,,,0.6
Attinger2017,deepseek_r1_distill_llama_70b,autonomous_council_agent,DeepSeek-R1 Distill Llama 70B,2017.0,empirical,23.0,23.0,0.71,0.17,0.833,0.082,0.8,0.141,0.7,0.173,0.844,0.107,0.8,0.187,0.8,0.6,0.4,,0.7,0.9,0.9,,0.8,0.5,0.9,0.6,0.8,0.8,0.7,0.9,0.8,1.0,,0.8,0.9,,0.8,,0.8,,0.8,,0.6,,,,,1.0,,,0.9,0.6,0.4,,0.8,0.8,0.8,,0.7,0.4,0.9,0.7,0.9,0.8,0.8,0.9,0.8,1.0,,0.6,0.9,,0.9,,0.8,,0.9,,0.5,,,,,1.0,,
Bakhtiari2021,deepseek_r1_distill_llama_70b,autonomous_council_agent,DeepSeek-R1 Distill Llama 70B,2021.0,empirical,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bastos2012,deepseek_r1_distill_llama_70b,autonomous_council_agent,DeepSeek-R1 Distill Llama 70B,2012.0,other,33.0,33.0,0.7,0.1,0.733,0.125,0.744,0.083,0.7,0.071,0.733,0.085,0.778,0.079,0.9,0.6,0.7,0.8,0.7,0.8,0.7,0.6,0.5,0.7,0.7,0.7,0.9,0.6,0.5,0.8,0.7,0.9,0.6,0.9,0.7,0.7,0.7,0.8,0.7,0.8,0.7,0.8,0.7,,0.6,0.8,0.7,0.9,,,0.8,0.6,0.7,0.6,0.7,0.8,0.7,0.7,0.6,0.7,0.7,0.8,0.8,0.7,0.6,0.9,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.9,0.8,0.7,0.8,0.9,0.8,,0.7,0.7,0.7,0.9,,
Bastos2020,deepseek_r1_distill_llama_70b,autonomous_council_agent,DeepSeek-R1 Distill Llama 70B,2020.0,empirical,18.0,18.0,0.171,0.724,0.683,0.09,0.6,0.0,0.143,0.746,0.767,0.094,0.64,0.049,0.7,,,-1.0,-0.9,0.7,0.3,0.8,,,0.6,,0.7,,,0.7,,0.7,,0.5,0.7,,,0.8,0.6,,0.6,0.6,0.6,,,,0.6,,,,0.8,,,-1.0,-1.0,0.6,0.2,0.8,,,0.6,,0.8,,,0.8,,0.7,,0.6,0.8,,,0.9,0.7,,0.6,0.7,0.6,,,,0.6,,,
Bekinschtein2009,deepseek_r1_distill_llama_70b,autonomous_council_agent,DeepSeek-R1 Distill Llama 70B,2009.0,empirical,12.0,10.0,0.5,0.141,0.65,0.173,0.4,0.0,0.525,0.259,0.58,0.117,0.4,0.0,,,,0.6,0.6,0.3,,,,,,,0.9,0.7,,0.5,0.6,,,0.8,0.7,,0.7,0.3,,,0.4,,,,,,,,,,,,,,,0.1,0.8,,,0.6,0.6,,,,,0.4,,,,,0.5,0.7,0.6,0.7,,,0.4,,,,,,,,,
Chao2018,deepseek_r1_distill_llama_70b,autonomous_council_agent,DeepSeek-R1 Distill Llama 70B,2019.0,empirical,25.0,25.0,0.743,0.073,0.864,0.048,0.886,0.125,0.429,0.44,-0.236,0.048,0.729,0.399,,,,0.8,0.7,0.8,0.6,0.8,,0.7,0.8,,0.9,,0.8,0.9,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.9,1.0,0.9,0.9,1.0,1.0,,,,0.7,0.7,,,,,,0.7,0.7,0.9,0.6,0.6,,-0.2,-0.3,,-0.2,,-0.2,-0.2,-0.3,-0.2,-0.3,-0.2,-0.2,-0.2,-0.3,-0.3,-0.2,1.0,0.9,1.0,1.0,,,,0.7,0.7,,
Friston2010,deepseek_r1_distill_llama_70b,autonomous_council_agent,DeepSeek-R1 Distill Llama 70B,2010.0,other,29.0,29.0,0.63,0.173,0.655,0.13,0.6,0.158,0.64,0.102,0.664,0.107,0.6,0.158,0.9,0.6,0.8,0.7,0.6,0.8,0.6,,0.4,0.6,0.3,,0.8,0.5,0.8,0.6,0.7,0.5,0.4,0.7,0.8,,0.7,0.7,0.2,0.6,0.7,,0.7,,0.6,0.6,0.7,0.7,,,0.6,0.8,0.6,0.6,0.7,0.7,0.7,,0.4,0.7,0.6,,0.8,0.6,0.8,0.6,0.6,0.5,0.5,0.7,0.8,,0.7,0.7,0.2,0.7,0.6,,0.6,,0.6,0.7,0.7,0.7,,
Furutachi2024,deepseek_r1_distill_llama_70b,autonomous_council_agent,DeepSeek-R1 Distill Llama 70B,2024.0,empirical,30.0,30.0,0.67,0.155,0.755,0.078,0.667,0.094,0.58,0.271,-0.145,0.05,0.667,0.094,0.5,,0.6,0.9,0.6,0.7,0.7,,1.0,0.6,0.5,0.6,0.9,0.8,0.6,0.7,0.8,0.8,,0.8,0.7,0.7,0.7,0.8,0.6,0.6,0.8,0.6,0.8,,0.6,0.6,0.8,0.6,,,0.6,,0.6,0.8,0.4,0.7,0.6,,1.0,0.6,0.6,-0.1,-0.1,-0.2,-0.1,-0.2,-0.1,-0.1,,-0.1,-0.2,-0.1,-0.2,-0.2,0.7,0.6,0.7,0.6,0.8,,0.5,0.7,0.8,0.6,,
Garret2020,deepseek_r1_distill_llama_70b,autonomous_council_agent,DeepSeek-R1 Distill Llama 70B,2020.0,empirical,23.0,23.0,0.71,0.158,0.543,0.15,0.6,0.0,0.37,0.412,-0.2,0.0,0.483,0.313,0.6,,0.4,0.7,0.8,0.9,0.6,,0.9,0.7,0.6,0.9,0.2,,,,0.7,0.6,,0.6,0.6,0.5,0.6,,0.6,0.6,0.6,,0.6,,,0.6,,0.6,,,0.6,,0.4,0.6,0.6,0.9,0.6,,0.7,-0.2,-0.2,-0.3,-0.2,,,,-0.2,-0.2,,-0.2,-0.2,-0.2,-0.2,,-0.2,0.7,0.6,,0.5,,,0.7,,0.6,,
Greedy2022,deepseek_r1_distill_llama_70b,autonomous_council_agent,DeepSeek-R1 Distill Llama 70B,2022.0,empirical,19.0,19.0,0.475,0.179,0.686,0.264,0.6,0.0,0.5,0.173,0.714,0.247,0.587,0.06,,,0.5,,0.5,0.7,,,,0.2,,,0.7,0.2,,,0.5,0.8,,1.0,0.6,,1.0,,0.6,0.6,0.6,,0.6,0.6,,,0.6,0.6,0.6,,,,0.6,,0.6,0.6,,,,0.2,,,0.6,0.2,,,0.7,0.9,,1.0,0.7,,0.9,,0.5,0.6,0.7,,0.5,0.6,,,0.6,0.6,0.6,
Hertag2020,deepseek_r1_distill_llama_70b,autonomous_council_agent,DeepSeek-R1 Distill Llama 70B,2020.0,other,15.0,15.0,0.586,0.455,0.717,0.121,0.65,0.05,0.586,0.649,0.75,0.138,0.7,0.1,0.7,0.8,0.9,,,0.7,,,0.6,,0.9,-0.5,0.7,,,,0.7,0.9,,0.7,0.5,,0.8,,0.7,0.6,,,,,,,,,,,0.8,0.8,0.9,,,0.9,,,0.8,,0.9,-1.0,0.7,,,,0.8,1.0,,0.8,0.6,,0.6,,0.8,0.6,,,,,,,,,,
Jiang&Rao2024,deepseek_r1_distill_llama_70b,autonomous_council_agent,DeepSeek-R1 Distill Llama 70B,2024.0,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keller2012,deepseek_r1_distill_llama_70b,autonomous_council_agent,DeepSeek-R1 Distill Llama 70B,2012.0,empirical,16.0,15.0,0.725,0.083,0.863,0.111,0.8,0.2,0.75,0.05,0.886,0.064,0.775,0.228,,,,,,0.8,0.7,,,0.6,,0.8,1.0,0.9,0.9,,0.7,0.7,,1.0,0.8,,0.9,,,,0.6,,1.0,,,,1.0,,0.6,,,,,,,0.8,0.7,,,0.7,,0.8,0.9,1.0,,,0.8,0.9,,0.9,0.8,,0.9,,,,0.5,,1.0,,,,1.0,,0.6,
Keller2018,deepseek_r1_distill_llama_70b,autonomous_council_agent,DeepSeek-R1 Distill Llama 70B,2018.0,empirical,29.0,29.0,0.891,0.079,0.89,0.054,0.887,0.117,0.864,0.098,0.9,0.077,0.875,0.12,0.9,0.8,0.9,0.7,0.9,0.9,0.9,,0.9,1.0,1.0,0.9,0.9,0.8,0.9,,0.9,0.9,1.0,0.9,0.9,,0.9,0.8,0.9,0.9,0.9,1.0,1.0,,0.9,0.6,,0.9,,,0.9,0.8,0.9,0.6,0.9,0.9,0.8,,1.0,0.9,0.9,0.9,0.9,0.8,0.9,,0.9,1.0,1.0,1.0,0.8,,0.9,0.8,0.8,1.0,0.9,1.0,0.9,,0.9,0.6,,0.9,,
Kiebel2008,deepseek_r1_distill_llama_70b,autonomous_council_agent,DeepSeek-R1 Distill Llama 70B,2008.0,other,22.0,22.0,0.8,0.122,0.878,0.103,0.889,0.087,0.9,0.071,0.844,0.096,0.911,0.074,,,,,,0.7,,,,0.8,1.0,0.7,0.9,,,,1.0,0.8,0.7,0.8,0.8,1.0,1.0,0.9,0.8,0.8,0.8,1.0,1.0,,1.0,0.8,0.9,0.9,,,,,,,,0.9,,,,0.9,1.0,0.8,0.8,,,,0.9,0.8,0.8,0.7,0.8,1.0,1.0,0.8,0.8,0.9,0.9,1.0,1.0,,1.0,0.8,0.9,0.9,,
LaoRodriguez2023,deepseek_r1_distill_llama_70b,autonomous_council_agent,DeepSeek-R1 Distill Llama 70B,2023.0,empirical,5.0,5.0,0.65,0.296,1.0,0.0,0.0,0.0,0.45,0.166,0.4,0.0,0.0,0.0,,,,,0.8,0.6,,,,,0.2,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,0.6,,,,,0.2,0.4,0.4,,,,,,,,,,,,,,,,,,,,,,,
LeeMejias2025,deepseek_r1_distill_llama_70b,autonomous_council_agent,DeepSeek-R1 Distill Llama 70B,2025.0,other,28.0,28.0,0.89,0.122,0.882,0.103,0.814,0.125,0.89,0.104,0.918,0.057,0.786,0.112,0.9,0.9,1.0,0.6,,1.0,1.0,1.0,0.9,,0.8,0.8,0.9,1.0,1.0,0.7,0.8,1.0,1.0,0.8,0.9,,0.8,0.8,1.0,0.8,0.7,1.0,0.7,,,0.8,0.7,,,,0.9,0.9,1.0,0.6,,0.9,1.0,0.9,0.9,,0.9,0.9,0.9,1.0,1.0,0.8,0.9,1.0,0.9,0.9,0.9,,0.9,0.9,1.0,0.7,0.7,0.9,0.7,,,0.8,0.7,,,
Mikulasch2023,deepseek_r1_distill_llama_70b,autonomous_council_agent,DeepSeek-R1 Distill Llama 70B,2023.0,other,31.0,31.0,0.73,0.155,0.867,0.075,0.822,0.042,0.46,0.441,-0.233,0.047,0.656,0.306,0.7,0.8,1.0,,0.6,0.7,0.7,,0.5,0.7,1.0,0.6,0.9,1.0,0.9,0.7,0.9,0.9,0.8,0.8,0.9,0.8,0.9,0.9,0.8,0.9,0.8,0.8,0.8,,0.8,0.8,0.8,0.9,,,0.7,0.8,0.9,,0.6,0.8,0.8,,0.6,-0.2,-0.2,-0.2,-0.3,-0.2,-0.2,-0.3,-0.3,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.3,-0.2,0.7,0.8,0.7,0.8,,0.8,0.7,0.8,0.8,,
Nejad2025,deepseek_r1_distill_llama_70b,autonomous_council_agent,DeepSeek-R1 Distill Llama 70B,2025.0,other,28.0,27.0,0.614,0.083,0.791,0.108,0.65,0.05,0.567,0.309,-0.155,0.05,0.67,0.09,,,,0.6,0.7,0.7,0.7,,,0.5,0.6,0.5,0.9,0.6,0.6,,0.9,0.8,0.7,0.9,0.9,0.8,0.8,0.8,0.7,0.7,0.7,0.6,0.6,0.6,,0.6,0.7,0.7,0.6,,,,,,0.8,0.8,0.7,,,0.6,0.6,-0.1,-0.2,-0.2,-0.1,,-0.2,-0.1,-0.2,-0.1,-0.2,-0.2,-0.1,-0.1,0.8,0.7,0.8,0.5,0.6,0.7,,0.6,0.7,0.7,0.6,
Payeur2021,deepseek_r1_distill_llama_70b,autonomous_council_agent,DeepSeek-R1 Distill Llama 70B,2021.0,other,20.0,20.0,0.675,0.192,0.55,0.071,0.6,0.0,0.7,0.173,0.612,0.06,0.575,0.043,,,,,0.6,1.0,0.6,,,0.5,,,0.5,0.5,0.6,,0.6,0.5,,0.5,0.7,,0.5,,0.6,0.6,0.6,,0.6,0.6,,,0.6,0.6,0.6,,,,,,0.6,1.0,0.6,,,0.6,,,0.6,0.6,0.6,,0.5,0.7,,0.6,0.7,,0.6,,0.6,0.5,0.5,,0.6,0.6,,,0.6,0.6,0.6,
